Date,Close,Label,pct_change,direction,Top1,Top2,Top3,Top4,Top5
2021-01-07,11.34,TLRY,5.29247910863511,1,-0.627,0.041,0.3,-0.49,-0.321
2021-01-08,11.31,TLRY,-0.264550264550256,-1,0.316,-0.458,-0.665,0.934,0.872
2021-01-13,15.02,TLRY,12.5093632958801,1,-0.426,-0.703,-0.496,-0.993,0.974
2021-01-14,18.559999,TLRY,23.568568575233,1,-0.073,-0.33,-0.731,-0.996,-0.614
2021-01-15,19.700001,TLRY,6.14225248611273,1,-0.041,-0.712,-0.378,-0.001,0.335
2021-01-19,20.09,TLRY,1.97969025483806,1,-0.327,-0.196,-0.934,0.861,0.972
2021-01-25,17.18,TLRY,-4.66148723640399,-1,-1,-0.845,-0.406,0.221,0.233
2021-01-26,19.030001,TLRY,10.7683410942957,1,-0.218,-1,-0.825,-0.978,-0.336
2021-01-27,18.549999,TLRY,-2.52234353534716,-1,-0.972,-0.995,-0.335,0.496,0.538
2021-02-03,26.309999,TLRY,12.005104299702,1,-0.146,0.307,-0.083,-0.303,-0.616
2021-02-10,63.91,TLRY,50.9090980358488,1,-0.984,-0.551,-0.083,0.002,-0.418
2021-02-11,32.16,TLRY,-49.6792364262244,-1,-0.501,-0.342,0.568,0.998,-0.999
2021-02-12,29,TLRY,-9.82587064676616,-1,-0.869,-0.695,-0.777,-0.744,-0.52
2021-02-18,27.1,TLRY,-13.9955569660425,-1,-0.437,0.137,-0.997,-0.334,0.973
2021-04-27,17.719999,TLRY,-0.728296918767513,-1,-0.668,0.815,0.821,-0.329,0.015
2021-01-05,735.109985,TSLA,0.731732580628619,1,-0.342,-1,0.022,-0.023,0.217
2021-01-06,755.97998,TSLA,2.83903027109609,1,0.112,0.113,-0.004,-0.205,-0.991
2021-01-07,816.039978,TSLA,7.94465456611695,1,-0.187,-0.983,0.638,0.995,-0.001
2021-01-08,880.02002,TSLA,7.84030730416005,1,-0.491,-0.827,0.269,0.037,-0.999
2021-01-11,811.190002,TSLA,-7.82141501735381,-1,0.265,0.238,-0.988,0.987,-0.396
2021-01-12,849.440002,TSLA,4.71529480216646,1,-0.167,-0.902,-0.254,-0.223,0.103
2021-01-13,854.409973,TSLA,0.585087938912476,1,-0.715,-0.642,-0.927,0.032,-0.197
2021-01-14,845,TSLA,-1.10134166235909,-1,-0.467,-0.753,-0.305,-0.995,-0.455
2021-01-15,826.159973,TSLA,-2.22958899408283,-1,-0.018,-0.643,-0.563,0.001,-0.637
2021-01-19,844.549988,TSLA,2.22596296129201,1,-0.262,0.204,0.517,-0.095,-0.639
2021-01-20,850.450012,TSLA,0.698599737591854,1,-0.242,-0.845,-0.043,-0.288,-0.683
2021-01-21,844.98999,TSLA,-0.642015629720516,-1,-0.487,0.016,-0.056,-0.102,-0.602
2021-01-22,846.640015,TSLA,0.195271543985975,1,-0.963,0.279,-0.028,-0.115,-0.992
2021-01-25,880.799988,TSLA,4.0347694881868,1,0.091,0.502,-0.965,-0.195,-0.233
2021-01-26,883.090027,TSLA,0.259995348682951,1,0.039,-0.149,-0.443,0.636,0.176
2021-01-27,864.159973,TSLA,-2.14361542099036,-1,-0.111,-0.238,0.089,-0.166,-0.07
2021-01-28,835.429993,TSLA,-3.32461360137541,-1,0.443,-0.922,-1,-0.994,-0.455
2021-01-29,793.530029,TSLA,-5.01537703351285,-1,-0.594,0.079,0.038,-0.452,-0.742
2021-02-01,839.809998,TSLA,5.83216353618294,1,-0.273,-0.688,-0.517,-0.598,-0.432
2021-02-02,872.789978,TSLA,3.92707637186287,1,-0.462,-0.082,-0.299,-0.042,-0.159
2021-02-03,854.690002,TSLA,-2.07380658076255,-1,-0.009,-0.077,-0.381,-0.264,-0.15
2021-02-04,849.98999,TSLA,-0.549908386549725,-1,1,-0.763,0.001,-0.698,-0.439
2021-02-05,852.22998,TSLA,0.263531338763179,1,-0.277,0.13,-0.5,-0.324,-0.252
2021-02-08,863.419983,TSLA,1.31302620919298,1,-0.561,-1,0.203,-0.291,-0.394
2021-02-10,804.820007,TSLA,-5.25510487178642,-1,-0.214,-0.572,-0.097,-0.394,-0.18
2021-02-11,811.659973,TSLA,0.84987524421718,1,-0.501,-0.984,-0.363,-0.462,-0.408
2021-02-12,816.119995,TSLA,0.54949389502541,1,-0.695,-0.777,-0.988,-0.834,0.268
2021-02-16,796.219971,TSLA,-2.43836986251024,-1,0.057,-0.02,-0.508,-0.385,-0.131
2021-02-17,798.150024,TSLA,0.242401983157503,1,-1,0.07,-0.079,0.137,-0.217
2021-02-18,787.380005,TSLA,-1.34937275902407,-1,-0.086,-0.494,-0.033,-0.537,-0.42
2021-02-19,781.299988,TSLA,-0.772183311919383,-1,-0.841,-0.366,-0.436,-0.008,-0.888
2021-02-22,714.5,TSLA,-8.54985140483581,-1,-0.489,-0.131,-0.713,0.219,0.981
2021-02-23,698.840027,TSLA,-2.19173869839049,-1,-0.665,-0.172,-0.265,-0.244,-0.033
2021-02-24,742.02002,TSLA,6.17880936004258,1,-0.998,-1,-0.583,0.14,0.064
2021-02-25,682.219971,TSLA,-8.05908835182103,-1,-0.53,-0.256,0.255,-0.106,-0.582
2021-02-26,675.5,TSLA,-0.985015286220636,-1,-0.303,-0.26,0.831,-0.32,0.121
2021-03-01,718.429993,TSLA,6.35529133974833,1,-0.273,0.503,0.658,-0.595,0.045
2021-03-03,653.200012,TSLA,-4.8423736820629,-1,-0.284,-0.482,-0.107,-0.294,-0.264
2021-03-04,621.440002,TSLA,-4.86221822053488,-1,-0.071,-0.998,-0.526,-0.991,-0.358
2021-03-05,597.950012,TSLA,-3.77992886270621,-1,0.209,-0.997,-0.996,-0.188,-0.146
2021-03-08,563,TSLA,-5.84497220480029,-1,0.013,-0.975,0.999,0.029,0.865
2021-03-09,673.580017,TSLA,19.6412108348135,1,-0.611,0.041,-0.322,-0.299,-0.04
2021-03-10,668.059998,TSLA,-0.819504566745488,-1,-0.971,-0.038,-0.498,-0.196,-0.998
2021-03-11,699.599976,TSLA,4.72112955339679,1,-0.41,-0.366,-0.561,-0.023,-0.387
2021-03-12,693.72998,TSLA,-0.839050343249303,-1,0.302,-0.124,0.01,-0.162,-0.384
2021-03-15,707.940002,TSLA,2.04835057005899,1,-0.266,-0.042,-0.499,0.126,0.075
2021-03-16,676.880005,TSLA,-4.38737702520729,-1,-0.106,-0.293,-0.37,-0.119,0.006
2021-03-17,701.809998,TSLA,3.68307422524616,1,-0.374,-0.244,-0.319,-0.504,0.99
2021-03-22,670,TSLA,2.31038299441402,1,-0.637,-0.23,-0.46,-0.046,-0.514
2021-03-23,662.159973,TSLA,-1.17015328358209,-1,-0.944,-0.21,-0.299,0.468,0.374
2021-03-24,630.27002,TSLA,-4.8160496406206,-1,0.082,0.302,-0.297,0.996,-0.217
2021-03-26,618.710022,TSLA,-3.38543582694679,-1,-0.232,0.312,-0.227,0.945,-0.334
2021-04-01,661.75,TSLA,-0.925245619266568,-1,-0.72,-0.365,0.563,0.593,-0.024
2021-04-06,691.619995,TSLA,0.0824841921565955,1,-0.199,-0.39,-0.512,-1,0.361
2021-04-09,677.02002,TSLA,-0.991513325384841,-1,-0.983,1,-0.534,-0.494,-0.237
2021-04-14,732.22998,TSLA,-3.94716480266798,-1,-0.003,0.192,0.968,-0.369,0.004
2021-04-15,738.849976,TSLA,0.90408699190383,1,-0.421,0.653,-0.334,0.264,-0.09
2021-04-16,739.780029,TSLA,0.125878463857454,1,-0.45,0.617,-0.456,-0.785,0.796
2021-04-19,714.630005,TSLA,-3.39966246912567,-1,-1,0.204,-0.793,-0.68,-0.167
2021-04-22,719.690002,TSLA,-3.28307170404687,-1,-0.259,-0.837,-0.272,-0.907,-0.995
2021-04-29,677,TSLA,-2.50576373828006,-1,-0.147,-0.332,-0.219,-0.463,-0.133
2021-05-06,663.539978,TSLA,-1.10293379109031,-1,-0.643,-0.091,-0.076,-1,-0.817
2021-01-02,32216.53,BTC,9.57019505731458,1,0.997,-0.614,-0.5,-0.5,0.802
2021-01-03,33097.83,BTC,2.73555221496544,1,-0.973,-0.947,-0.851,-0.5,0.931
2021-01-05,34039.05,BTC,6.35248898014991,1,0.935,-0.999,-0.879,0.959,0.603
2021-01-06,36849.94,BTC,8.25783915826088,1,-1,-0.932,-0.659,0.445,-0.5
2021-01-07,39510.49,BTC,7.21995748161326,1,-0.518,-0.5,0.619,-0.997,-0.999
2021-01-08,40667.07,BTC,2.92727323806918,1,-0.417,0.179,-0.007,-0.499,-0.497
2021-01-09,40239.06,BTC,-1.05247316809399,-1,0.675,-0.48,-0.5,-0.498,-0.537
2021-01-10,38173.73,BTC,-5.13264971895465,-1,-0.576,0.5,-0.999,0.492,-0.5
2021-01-11,35455.58,BTC,-7.12047263916835,-1,-0.052,0.983,-1,-1,-0.5
2021-01-12,34035.02,BTC,-4.00659078204335,-1,-1,-0.999,0.999,0.492,0.901
2021-01-13,37393.49,BTC,9.86768922127856,1,-1,-0.248,-0.999,-0.959,-0.003
2021-01-14,39134.35,BTC,4.65551624092857,1,-0.999,-0.996,-0.993,-0.668,-1
2021-01-15,36756.57,BTC,-6.07594095724089,-1,-0.497,0.256,-0.507,-0.031,0.964
2021-01-17,35819.25,BTC,-0.502083333333336,-1,-0.623,-0.96,-0.55,-0.981,-1
2021-01-18,36616.95,BTC,2.22701480349252,1,-0.998,-0.998,0.997,-0.996,-0.999
2021-01-22,32992.06,BTC,7.05388832176332,1,-0.999,0.973,-1,-0.304,-0.326
2021-01-23,32117.49,BTC,-2.65084993177145,-1,-0.999,-0.773,-0.742,-0.63,-0.108
2021-01-24,32288.83,BTC,0.533478799246145,1,0.256,-0.498,-0.999,0.279,-0.979
2021-01-25,32261.22,BTC,-0.0855094470750384,-1,-0.995,-0.662,-0.981,0.036,-0.836
2021-01-26,32504.53,BTC,0.754187225405611,1,-0.746,-0.5,-0.498,-1,-0.258
2021-01-27,30424.62,BTC,-6.39883117830038,-1,-0.978,0.962,-0.99,0.015,-0.338
2021-01-29,34249.64,BTC,2.28392703928668,1,-0.02,-0.997,-0.336,-0.226,-0.051
