Date,Close,Label,pct_change,direction,Top1,Top2
2021-01-20,132.029999,AAPL,3.28561130743001,1,-0.242,0.173
2021-01-21,136.869995,AAPL,3.66583052083489,1,-0.056,0.3
2021-01-22,139.070007,AAPL,1.60737347875259,1,-0.047,0.059
2021-01-25,142.919998,AAPL,2.76838340850878,1,-0.125,-0.134
2021-01-26,143.160004,AAPL,0.167930313013298,1,-0.166,0.489
2021-01-27,142.059998,AAPL,-0.768375223012696,-1,0.181,-0.294
2021-01-28,137.089996,AAPL,-3.49852320848265,-1,-0.394,-0.405
2021-01-29,131.960007,AAPL,-3.7420593403475,-1,0.065,-0.578
2021-02-01,134.139999,AAPL,1.65200961227594,1,-0.447,-0.487
2021-02-02,134.990005,AAPL,0.633670796434105,1,-0.003,-0.225
2021-02-03,133.940002,AAPL,-0.777837588790375,-1,-0.009,-0.405
2021-02-04,137.389999,AAPL,2.57577792181904,1,-0.512,0.057
2021-02-05,136.759995,AAPL,-0.458551571865129,-1,0.13,-0.324
2021-02-08,136.910004,AAPL,0.109687778213208,1,-0.561,-0.712
