Date,Close,Label,pct_change,direction,Top1,Top2
2021-02-09,136.009995,AAPL,-0.657372707402726,-1,-0.194,-0.472
2021-02-10,135.389999,AAPL,-0.45584591044211,-1,-0.394,-0.563
2021-02-11,135.130005,AAPL,-0.192033386454182,-1,0.075,-0.681
2021-02-12,135.369995,AAPL,0.177599342203805,1,-0.701,-0.295
2021-02-17,130.839996,AAPL,-1.76440120482916,-1,0.137,0.267
2021-02-18,129.710007,AAPL,-0.863641879047461,-1,-0.362,-0.086
2021-02-19,129.869995,AAPL,0.123342835067453,1,-0.077,0.947
2021-02-22,126,AAPL,-2.97989924462536,-1,-0.613,-0.46
2021-02-23,125.860001,AAPL,-0.111110317460317,-1,-0.188,-0.172
2021-02-24,125.349998,AAPL,-0.405214520854802,-1,-0.305,-0.583
2021-02-25,120.989998,AAPL,-3.478260925062,-1,0.596,-0.106
2021-02-26,121.260002,AAPL,0.223162248502562,1,-0.644,-0.32
2021-03-01,127.790001,AAPL,5.38512196297012,1,0.045,-0.431
2021-03-02,125.120003,AAPL,-2.08936378363438,-1,0.068,-0.787
2021-03-03,122.059998,AAPL,-2.44565611143728,-1,-0.284,-0.242
2021-03-04,120.129997,AAPL,-1.58119042407324,-1,0.015,0.226
2021-03-05,121.419998,AAPL,1.07383753618175,1,-0.41,-0.108
2021-03-08,116.360001,AAPL,-4.16735058750373,-1,-0.737,0.029
2021-03-09,121.089996,AAPL,4.0649664483932,1,-0.322,-0.477
2021-03-10,119.980003,AAPL,-0.916667798056581,-1,-0.349,-0.196
2021-03-11,121.959999,AAPL,1.65027167068832,1,-0.598,-0.622
2021-03-12,121.029999,AAPL,-0.762545103005452,-1,-0.987,-0.475
2021-03-15,123.989998,AAPL,2.44567382009149,1,-0.227,-0.277
2021-03-16,125.57,AAPL,1.27429794780705,1,-0.37,0.091
2021-03-17,124.760002,AAPL,-0.645056940351985,-1,-0.475,-0.083
2021-03-18,120.529999,AAPL,-3.39051212903956,-1,-0.5,-0.981
2021-03-19,119.989998,AAPL,-0.448022072911491,-1,-0.718,0.133
2021-03-22,123.389999,AAPL,2.83357034475491,1,-0.23,-0.723
2021-03-23,122.540001,AAPL,-0.688871064825924,-1,-0.299,-0.478
2021-03-24,120.089996,AAPL,-1.99935121593479,-1,0.082,0.172
2021-03-25,120.589996,AAPL,0.416354414734088,1,-0.493,0.074
2021-03-26,121.209999,AAPL,0.514141322303385,1,-0.735,-0.232
2021-04-01,123,AAPL,0.695864090120923,1,-0.047,-0.365
2021-04-06,126.209999,AAPL,0.24622477766123,1,-0.39,0.361
2021-04-07,127.900002,AAPL,1.33904049868505,1,-0.286,-0.42
2021-04-08,130.360001,AAPL,1.92337682684323,1,0.002,1
2021-04-09,133,AAPL,2.025160309718,1,0.894,-0.982
2021-04-14,132.029999,AAPL,-1.78531140740296,-1,0.192,0.495
2021-04-19,134.839996,AAPL,0.506851505460615,1,0.119,-0.663
2021-04-20,133.110001,AAPL,-1.28299840649654,-1,-0.5,-0.705
2021-04-21,133.5,AAPL,0.292990006062732,1,-0.304,-0.119
2021-04-23,134.320007,AAPL,1.80385399721308,1,-0.289,0.072
2021-04-27,134.389999,AAPL,-0.244953976804085,-1,-0.578,-0.204
2021-04-28,133.580002,AAPL,-0.6027211890968,-1,-0.459,0.002
2021-04-29,133.479996,AAPL,-0.074865996782969,-1,-0.332,-0.665
