Date,Close,Label,pct_change,direction,Top1,Top2,Top3,Top4,Top5,Top6,Top7,Top8,Top9,Top10
2021-04-14,9,BB,-1.09890109890109,-1,-0.003,-0.005,-0.879,-0.277,-0.369,-0.535,-0.399,0.334,-0.995,0.075
2021-05-06,8.15,BB,-0.85158150851582,-1,-0.089,-0.335,-0.428,-0.918,-0.378,-0.172,-0.998,-0.139,-0.975,-0.062
2021-01-22,10.57,CLNE,3.8310412573674,1,-0.125,0.248,0.125,-0.496,0.156,0.13,-0.322,0.06,-0.999,0.218
2021-01-27,14.25,CLOV,-9.58121827411167,-1,-0.914,0.104,0.494,0.403,-0.915,0.011,-0.255,0.996,0.806,0.023
2021-02-05,12.93,CLOV,5.72363041700736,1,-0.197,-0.994,-0.194,0.165,-0.997,-0.997,-0.493,-0.998,-0.499,-0.498
2021-04-20,8.62,CLOV,-10.8583247156153,-1,-0.5,-0.343,0.355,-0.904,0.299,-0.458,-1,-0.993,-0.705,0.999
2021-04-29,10.17,CLOV,-3.14285714285715,-1,0.962,-1,-0.992,0.645,-0.075,-0.819,-0.003,-0.5,-0.938,-0.983
2021-01-19,2.34,OCGN,5.40540540540539,1,0.836,0.928,-0.5,-0.986,-0.005,0.995,0.996,-0.345,0.999,0.119
2021-01-22,2.18,OCGN,-3.11111111111111,-1,-0.545,-0.953,0.091,0.042,0.999,0.871,-0.194,-0.176,0.997,-0.999
2021-01-26,1.92,OCGN,-7.6923076923077,-1,-0.652,0.176,0.003,-0.217,-0.558,-0.424,-0.414,-0.414,0.828,0.829
2021-01-27,1.66,OCGN,-13.5416666666667,-1,-0.383,-0.333,-0.044,-0.97,-0.771,-0.663,0.662,-0.195,0.989,-0.061
2021-01-29,1.77,OCGN,-2.74725274725275,-1,-0.291,0.02,0.362,-0.583,0.202,-0.164,-0.684,-0.273,-0.212,-0.307
2021-02-03,2.81,OCGN,-13.8036809815951,-1,0.717,-0.506,0.83,0.307,0.672,-0.13,0.014,-0.643,-0.847,0.059
2021-02-05,5.25,OCGN,61.5384615384615,1,-0.333,-0.904,-0.298,-0.748,0.056,-0.619,-0.201,-0.408,-0.126,-0.243
2021-03-04,8.97,OCGN,-14.244741873805,-1,-0.01,0.984,-0.018,-0.167,-0.693,-0.426,-0.682,-0.403,-0.838,0.499
2021-01-06,10.77,TLRY,13.2492113564669,1,-0.799,-0.996,0.569,-0.335,0.23,-0.737,-0.497,-0.472,-0.5,-0.5
2021-01-07,11.34,TLRY,5.29247910863511,1,-0.627,0.041,0.3,-0.49,-0.321,-0.452,0.119,0.119,0.987,-0.72
2021-01-13,15.02,TLRY,12.5093632958801,1,-0.426,-0.703,-0.496,-0.993,0.974,-0.402,-0.995,0.651,-0.955,0.747
2021-01-14,18.559999,TLRY,23.568568575233,1,-0.073,-0.33,-0.731,-0.996,-0.614,-0.47,-0.981,-0.138,-0.419,-0.474
2021-01-15,19.700001,TLRY,6.14225248611273,1,-0.041,-0.712,-0.378,-0.001,0.335,-0.793,-0.493,-1,-0.002,-0.499
2021-01-25,17.18,TLRY,-4.66148723640399,-1,-1,-0.845,-0.406,0.221,0.233,-0.444,-0.444,-0.016,-0.999,-0.334
2021-01-27,18.549999,TLRY,-2.52234353534716,-1,-0.972,-0.995,-0.335,0.496,0.538,-0.565,-0.463,-0.568,-0.101,0.617
2021-02-03,26.309999,TLRY,12.005104299702,1,-0.146,0.307,-0.083,-0.303,-0.616,-0.932,0.781,0.781,0.998,-0.997
2021-02-10,63.91,TLRY,50.9090980358488,1,-0.984,-0.551,-0.083,0.002,-0.418,-0.288,-0.18,-0.991,0.248,0.664
2021-02-11,32.16,TLRY,-49.6792364262244,-1,-0.501,-0.342,0.568,0.998,-0.999,-0.175,-0.243,-0.363,-0.637,-0.207
2021-02-12,29,TLRY,-9.82587064676616,-1,-0.869,-0.695,-0.777,-0.744,-0.52,0.353,-0.448,-0.3,-0.443,-0.091
2021-01-05,735.109985,TSLA,0.731732580628619,1,-0.342,-1,0.022,-0.023,0.217,-0.115,0.962,-0.019,0.268,-0.443
2021-01-06,755.97998,TSLA,2.83903027109609,1,0.112,0.113,-0.004,-0.205,-0.991,0.693,0.986,-0.725,-0.986,-0.634
2021-01-07,816.039978,TSLA,7.94465456611695,1,-0.187,-0.983,0.638,0.995,-0.001,0.475,-0.285,-0.083,-0.975,0.738
2021-01-08,880.02002,TSLA,7.84030730416005,1,-0.491,-0.827,0.269,0.037,-0.999,0.986,-0.496,-0.219,-0.686,-0.046
2021-01-11,811.190002,TSLA,-7.82141501735381,-1,0.265,0.238,-0.988,0.987,-0.396,-0.967,-0.804,-0.076,-0.488,-0.465
2021-01-12,849.440002,TSLA,4.71529480216646,1,-0.167,-0.902,-0.254,-0.223,0.103,-0.034,-0.951,0.021,-0.393,-0.18
2021-01-13,854.409973,TSLA,0.585087938912476,1,-0.715,-0.642,-0.927,0.032,-0.197,-0.747,-0.465,-0.516,-0.623,0.232
2021-01-14,845,TSLA,-1.10134166235909,-1,-0.467,-0.753,-0.305,-0.995,-0.455,-0.795,0.027,0.302,-1,0.209
2021-01-15,826.159973,TSLA,-2.22958899408283,-1,-0.018,-0.643,-0.563,0.001,-0.637,-0.459,-0.032,0.329,-0.963,-0.522
2021-01-19,844.549988,TSLA,2.22596296129201,1,-0.262,0.204,0.517,-0.095,-0.639,0.124,-0.691,-0.078,0.632,0.377
2021-01-20,850.450012,TSLA,0.698599737591854,1,-0.242,-0.845,-0.043,-0.288,-0.683,-1,-0.984,-0.314,-0.629,-0.996
2021-01-21,844.98999,TSLA,-0.642015629720516,-1,-0.487,0.016,-0.056,-0.102,-0.602,0.448,-0.042,-0.896,-0.281,0.744
2021-01-22,846.640015,TSLA,0.195271543985975,1,-0.963,0.279,-0.028,-0.115,-0.992,-0.13,0.027,0.022,-0.634,-0.632
2021-01-25,880.799988,TSLA,4.0347694881868,1,0.091,0.502,-0.965,-0.195,-0.233,-0.5,0.966,0.959,0.851,-0.479
2021-01-26,883.090027,TSLA,0.259995348682951,1,0.039,-0.149,-0.443,0.636,0.176,-0.998,0.103,0.998,0.58,-0.223
2021-01-27,864.159973,TSLA,-2.14361542099036,-1,-0.111,-0.238,0.089,-0.166,-0.07,-0.254,-0.301,-0.076,-0.162,-0.8
2021-01-29,793.530029,TSLA,-5.01537703351285,-1,-0.594,0.079,0.038,-0.452,-0.742,-0.614,0.229,-0.111,0.41,-0.298
2021-02-01,839.809998,TSLA,5.83216353618294,1,-0.273,-0.688,-0.517,-0.598,-0.432,-0.31,-0.452,-0.109,0.135,-0.332
2021-02-02,872.789978,TSLA,3.92707637186287,1,-0.462,-0.082,-0.299,-0.042,-0.159,0.252,-0.425,-0.498,-0.656,-0.981
2021-02-03,854.690002,TSLA,-2.07380658076255,-1,-0.009,-0.077,-0.381,-0.264,-0.15,0.046,-0.428,0.982,0.527,-0.396
2021-02-04,849.98999,TSLA,-0.549908386549725,-1,1,-0.763,0.001,-0.698,-0.439,-0.14,0.195,0.743,-0.043,-0.32
2021-02-05,852.22998,TSLA,0.263531338763179,1,-0.277,0.13,-0.5,-0.324,-0.252,-0.038,-0.562,-0.5,-0.295,0.009
2021-02-10,804.820007,TSLA,-5.25510487178642,-1,-0.214,-0.572,-0.097,-0.394,-0.18,0,-0.959,-0.153,-0.145,-0.312
2021-02-11,811.659973,TSLA,0.84987524421718,1,-0.501,-0.984,-0.363,-0.462,-0.408,0.075,-0.207,-0.56,-0.57,0.019
2021-02-16,796.219971,TSLA,-2.43836986251024,-1,0.057,-0.02,-0.508,-0.385,-0.131,-0.577,-0.7,0.058,-0.139,-0.458
2021-02-17,798.150024,TSLA,0.242401983157503,1,-1,0.07,-0.079,0.137,-0.217,-0.31,-0.231,-0.998,-0.998,-0.224
2021-02-18,787.380005,TSLA,-1.34937275902407,-1,-0.086,-0.494,-0.033,-0.537,-0.42,-0.719,0.289,0.771,0.329,0.873
2021-02-23,698.840027,TSLA,-2.19173869839049,-1,-0.665,-0.172,-0.265,-0.244,-0.033,-0.002,-0.404,-0.161,-0.75,-0.994
2021-02-24,742.02002,TSLA,6.17880936004258,1,-0.998,-1,-0.583,0.14,0.064,-0.497,-0.65,0.473,-0.388,-0.312
2021-02-25,682.219971,TSLA,-8.05908835182103,-1,-0.53,-0.256,0.255,-0.106,-0.582,-0.32,-0.335,-0.033,0.172,0.112
2021-02-26,675.5,TSLA,-0.985015286220636,-1,-0.303,-0.26,0.831,-0.32,0.121,-0.035,-0.904,0.007,-0.1,0.325
2021-03-03,653.200012,TSLA,-4.8423736820629,-1,-0.284,-0.482,-0.107,-0.294,-0.264,-0.591,0.08,0.03,-0.892,-0.127
2021-03-04,621.440002,TSLA,-4.86221822053488,-1,-0.071,-0.998,-0.526,-0.991,-0.358,-1,-0.332,0.954,-0.603,-0.988
2021-03-05,597.950012,TSLA,-3.77992886270621,-1,0.209,-0.997,-0.996,-0.188,-0.146,-0.654,-0.999,-0.19,-0.608,0.496
2021-03-10,668.059998,TSLA,-0.819504566745488,-1,-0.971,-0.038,-0.498,-0.196,-0.998,-1,-0.171,0.399,-0.068,-0.563
2021-03-16,676.880005,TSLA,-4.38737702520729,-1,-0.106,-0.293,-0.37,-0.119,0.006,-0.496,0.498,0.194,-0.189,-0.366
2021-04-14,732.22998,TSLA,-3.94716480266798,-1,-0.003,0.192,0.968,-0.369,0.004,-0.929,-0.995,0.963,0.005,-0.987
2021-01-02,32216.53,BTC,9.57019505731458,1,0.997,-0.614,-0.5,-0.5,0.802,0.472,-0.297,-0.297,0.268,-0.488
2021-01-03,33097.83,BTC,2.73555221496544,1,-0.973,-0.947,-0.851,-0.5,0.931,0.651,-1,-0.624,0.997,-0.616
2021-01-06,36849.94,BTC,8.25783915826088,1,-1,-0.932,-0.659,0.445,-0.5,-0.5,-0.543,0.973,0.003,0.093
2021-01-07,39510.49,BTC,7.21995748161326,1,-0.518,-0.5,0.619,-0.997,-0.999,-0.5,-0.894,-0.498,-0.998,-0.999
2021-01-08,40667.07,BTC,2.92727323806918,1,-0.417,0.179,-0.007,-0.499,-0.497,-1,0.993,0.882,-0.494,-0.5
2021-01-22,32992.06,BTC,7.05388832176332,1,-0.999,0.973,-1,-0.304,-0.326,-0.5,0.663,0.847,-1,-0.787
2021-01-25,32261.22,BTC,-0.0855094470750384,-1,-0.995,-0.662,-0.981,0.036,-0.836,-0.954,-0.5,0.5,-0.5,-0.5
2021-01-26,32504.53,BTC,0.754187225405611,1,-0.746,-0.5,-0.498,-1,-0.258,-0.912,-0.308,-0.996,-0.627,-0.498
2021-01-27,30424.62,BTC,-6.39883117830038,-1,-0.978,0.962,-0.99,0.015,-0.338,0.081,-0.649,0.859,0,-0.999
2021-01-29,34249.64,BTC,2.28392703928668,1,-0.02,-0.997,-0.336,-0.226,-0.051,-0.674,0.089,0.35,-0.954,-0.382
