Date,Open,High,Low,Close,Adj Close,Volume
2021-01-04,17.400000,17.450001,14.160000,15.610000,15.610000,21001700
2021-01-05,15.410000,16.000000,14.810000,15.090000,15.090000,13198800
2021-01-06,15.390000,16.469999,14.150000,14.530000,14.530000,26843600
2021-01-07,15.215000,16.330000,14.750000,16.020000,16.020000,20563800
2021-01-08,15.300000,17.240000,14.550000,15.900000,15.900000,15380000
2021-01-11,15.931000,15.931000,14.750000,14.980000,14.980000,13793300
2021-01-12,14.860000,15.450000,14.270000,14.620000,14.620000,15606600
2021-01-13,14.560000,14.770000,13.800000,14.000000,14.000000,13886000
2021-01-14,14.150000,14.520000,13.570000,14.010000,14.010000,13765600
2021-01-15,13.870000,14.180000,13.100000,13.240000,13.240000,13851400
2021-01-19,13.690000,14.280000,13.271000,13.750000,13.750000,13329600
2021-01-20,13.890000,14.330000,13.610000,13.730000,13.730000,9519200
2021-01-21,13.785000,13.930000,13.330000,13.590000,13.590000,7794600
2021-01-22,13.450000,14.140000,13.210000,13.550000,13.550000,11562000
2021-01-25,14.260000,14.950000,13.610000,13.930000,13.930000,16187000
2021-01-26,14.010000,15.880000,13.850000,15.760000,15.760000,25700200
2021-01-27,15.400000,16.840000,13.950000,14.250000,14.250000,22931100
2021-01-28,14.780000,15.450000,13.500000,14.070000,14.070000,17912600
2021-01-29,14.050000,14.700000,13.600000,13.950000,13.950000,12310600
2021-02-01,14.130000,14.400000,13.500000,13.810000,13.810000,10178500
2021-02-02,14.370000,14.400000,13.910000,13.970000,13.970000,11088900
2021-02-03,14.070000,14.248000,13.830000,13.950000,13.950000,8780100
2021-02-04,12.240000,13.100000,11.860000,12.230000,12.230000,69155500
2021-02-05,12.530000,13.070000,11.300000,12.930000,12.930000,66575300
2021-02-08,13.040000,13.130000,12.165000,12.370000,12.370000,34018200
2021-02-09,12.620000,13.700000,12.400000,13.160000,13.160000,30417300
2021-02-10,13.180000,13.250000,12.340000,12.500000,12.500000,17265800
2021-02-11,12.380000,12.480000,11.760000,12.010000,12.010000,14699000
2021-02-12,11.925000,12.390000,11.750000,12.080000,12.080000,9652800
2021-02-16,12.200000,12.230000,11.400000,11.490000,11.490000,18245000
2021-02-17,11.130000,11.540000,11.050000,11.320000,11.320000,13279700
2021-02-18,11.110000,11.241000,10.510000,10.830000,10.830000,15000000
2021-02-19,10.800000,11.310000,10.550000,10.980000,10.980000,16930800
2021-02-22,11.000000,11.670000,10.980000,11.080000,11.080000,13030900
2021-02-23,10.620000,10.880000,9.680000,10.130000,10.130000,18013200
2021-02-24,10.157000,10.490000,10.050000,10.340000,10.340000,8457300
2021-02-25,10.300000,10.570000,9.560000,9.710000,9.710000,15351700
2021-02-26,9.920000,10.000000,9.160000,9.400000,9.400000,16535900
2021-03-01,9.970000,10.820000,9.810000,10.370000,10.370000,19560700
2021-03-02,9.850000,9.850000,9.000000,9.040000,9.040000,31920200
2021-03-03,8.990000,9.280000,8.020000,8.290000,8.290000,25552400
2021-03-04,8.080000,8.270000,6.930000,7.290000,7.290000,29250600
