Date,Open,High,Low,Close,Adj Close,Volume
2021-01-04,8.430000,9.190000,8.400000,9.000000,9.000000,17761800
2021-01-05,9.120000,9.540000,8.940000,9.510000,9.510000,17399800
2021-01-06,11.020000,12.040000,10.520000,10.770000,10.770000,63201800
2021-01-07,11.870000,12.720000,11.030000,11.340000,11.340000,44603200
2021-01-08,11.380000,11.890000,10.680000,11.310000,11.310000,25224400
2021-01-11,11.050000,12.720000,11.020000,12.330000,12.330000,29367700
2021-01-12,12.680000,13.540000,12.180000,13.350000,13.350000,30375400
2021-01-13,13.840000,15.870000,13.550000,15.020000,15.020000,51322500
2021-01-14,15.460000,19.410000,15.460000,18.559999,18.559999,82216400
2021-01-15,21.580000,22.610001,18.570000,19.700001,19.700001,98370100
2021-01-19,19.170000,20.200001,17.400000,20.090000,20.090000,43118500
2021-01-20,19.389999,19.959999,18.500000,18.790001,18.790001,26242300
2021-01-21,18.059999,18.379999,17.170000,17.920000,17.920000,25972100
2021-01-22,17.040001,18.549999,17.000000,18.020000,18.020000,20946000
2021-01-25,17.780001,18.299999,15.600000,17.180000,17.180000,26222800
2021-01-26,18.270000,19.850000,18.000000,19.030001,19.030001,34360300
2021-01-27,17.799999,21.500000,17.570000,18.549999,18.549999,37553400
2021-01-28,19.010000,20.730000,18.430000,18.700001,18.700001,26265300
2021-01-29,18.830000,20.420000,17.920000,18.100000,18.100000,29193900
2021-02-01,19.000000,19.480000,17.780001,19.100000,19.100000,20854700
2021-02-02,19.760000,24.080000,19.299999,23.490000,23.490000,63160700
2021-02-03,25.459999,28.860001,24.700001,26.309999,26.309999,83712200
2021-02-04,25.549999,27.400000,23.799999,26.780001,26.780001,33097900
2021-02-05,27.129999,27.350000,25.610001,25.719999,25.719999,21523800
2021-02-08,26.340000,30.600000,25.950001,30.090000,30.090000,37459500
2021-02-09,35.180000,45.490002,34.259998,42.349998,42.349998,133491300
2021-02-10,65.830002,67.000000,47.000000,63.910000,63.910000,199442400
2021-02-11,55.009998,55.009998,31.219999,32.160000,32.160000,216130200
2021-02-12,29.260000,35.410000,28.209999,29.000000,29.000000,121408400
2021-02-16,30.990000,36.349998,29.500000,34.630001,34.630001,79099400
2021-02-17,31.940001,33.400002,30.650000,31.510000,31.510000,40167500
2021-02-18,33.099998,35.139999,27.020000,27.100000,27.100000,55362900
2021-02-19,27.799999,29.900000,27.309999,29.209999,29.209999,28026800
2021-02-22,27.340000,28.870001,26.250000,26.290001,26.290001,28022500
2021-02-23,24.040001,24.950001,21.129999,24.790001,24.790001,27397600
2021-02-24,25.330000,28.280001,24.900000,27.980000,27.980000,25906800
2021-02-25,26.900000,27.730000,24.299999,24.500000,24.500000,29849700
2021-02-26,25.049999,25.990000,23.500000,24.360001,24.360001,19372900
2021-03-01,25.120001,26.620001,24.770000,25.559999,25.559999,14907300
2021-03-02,26.160000,29.600000,25.469999,25.900000,25.900000,35070500
2021-03-03,26.580000,27.100000,24.719999,25.290001,25.290001,16434600
2021-03-04,24.950001,25.850000,21.660000,22.650000,22.650000,25796600
2021-03-05,22.990000,23.219999,18.230000,21.629999,21.629999,27012400
2021-03-08,21.730000,23.420000,20.799999,22.420000,22.420000,18997900
2021-03-09,23.230000,25.040001,23.020000,24.410000,24.410000,17739900
2021-03-10,26.740000,27.110001,23.110001,24.100000,24.100000,27575000
2021-03-11,24.770000,28.299999,24.309999,28.200001,28.200001,38273200
2021-03-12,26.280001,29.440001,25.660000,27.570000,27.570000,40665300
2021-03-15,27.240000,31.340000,26.930000,30.469999,30.469999,43471200
2021-03-16,30.520000,30.549999,26.170000,26.969999,26.969999,42308100
2021-03-17,25.790001,28.040001,25.000000,27.469999,27.469999,20641800
2021-03-18,26.950001,28.139999,25.150000,25.320000,25.320000,24905900
2021-03-19,25.450001,26.340000,24.680000,25.350000,25.350000,16057100
